x,y,z
0.02294876,1.119834353,3.76E-05
0.011948872,1.107216107,2.78E-05
0.011914843,1.049570045,3.52E-05
0.011934209,1.055417482,3.45E-05
0.016151426,1.053399071,3.88E-05
0.009851063,1.029190248,3.20E-05
0.015438024,1.049499558,3.78E-05
0.011944472,1.091655368,3.04E-05
0.020500934,1.090250765,3.75E-05
0.023606765,1.108315793,3.70E-05
0.034687648,1.117992067,6.72E-05
0.011917207,1.079155047,3.21E-05
0.015976004,1.0583498,3.82E-05
0.018710446,1.083218549,3.83E-05
0.039076274,1.070392871,1.11E-04
0.033291567,1.060029375,9.56E-05
0.062340837,1.188390246,1.72E-04
0.04000563,1.148769268,8.02E-05
0.037805491,1.166097628,4.91E-05
0.060704739,1.163543935,1.90E-04
0.062099332,1.171234476,1.89E-04
0.064802307,1.198728291,1.66E-04
0.069354577,1.190927408,1.86E-04
0.05080774,1.234012666,3.19E-06
0.071336989,1.221895025,9.54E-05
0.074850649,1.199020281,1.53E-04
0.083374549,1.221628798,7.77E-05
0.087262741,1.216027573,8.60E-05
0.087346717,1.221526917,7.05E-05
0.079983074,0.131263001,2.00E-04
0.066685062,0.132668455,2.43E-04
0.086653755,0.090495161,1.97E-04
0.066458462,0.159259494,2.33E-04
0.068055187,0.170752957,2.34E-04
0.081221656,0.148559372,1.93E-04
0.084105602,0.141061851,1.90E-04
0.086318801,0.137889032,1.80E-04
0.083875241,0.194238627,1.64E-04
0.084700039,0.196490554,1.60E-04
0.086011411,0.187494254,1.59E-04
0.084765268,0.199293262,1.59E-04
0.085945884,0.1973445,1.55E-04
0.085955618,0.195818847,1.55E-04
0.062955884,0.22193542,1.97E-04
0.052868705,0.229234343,1.66E-04
0.062568921,0.217280669,1.98E-04
0.06580609,0.223230208,2.10E-04
0.064594614,0.220794035,2.09E-04
0.06566801,0.217136519,2.13E-04
0.046220879,0.234165668,1.46E-04
0.059119568,0.251642144,1.80E-04
0.065983021,0.264677161,2.00E-04
0.065848189,0.261371267,1.99E-04
0.066548847,0.262578396,2.02E-04
0.067021777,0.259918934,2.04E-04
0.066860096,0.261864479,2.03E-04
0.085299231,0.245919749,1.42E-04
0.085471268,0.246296703,1.41E-04
0.085577928,0.245958545,1.41E-04
0.085575527,0.2463212,1.40E-04
0.038610069,0.504117461,1.24E-04
0.027054599,0.471103292,8.89E-05
0.019455507,0.441534352,5.97E-05
0.030977468,0.426708914,9.34E-05
0.031625521,0.444884891,9.52E-05
0.040814671,0.452090181,1.31E-04
0.027189302,0.472996468,8.92E-05
0.043143682,0.465152684,1.36E-04
0.048078746,0.492523967,1.50E-04
0.032625945,0.298085255,9.95E-05
0.052284723,0.319484026,1.70E-04
0.016034957,0.348650876,4.86E-05
0.01145141,0.370892322,3.43E-05
0.019343556,0.373348089,6.04E-05
0.011471416,0.376790676,3.44E-05
0.021813782,0.389794273,6.89E-05
0.031295108,0.392462,9.72E-05
0.03208912,0.377063717,9.58E-05
0.032724179,0.354408561,9.95E-05
0.032941603,0.369831329,9.92E-05
0.047410133,0.357508315,1.48E-04
0.045722647,0.364528398,1.43E-04
0.048802048,0.433315341,1.49E-04
0.0478018,0.430107536,1.46E-04
0.049897025,0.435319931,1.54E-04
0.038514552,0.384108686,1.21E-04
0.052845471,0.436165337,1.60E-04
0.051105466,0.432836896,1.59E-04
0.050576543,0.431892497,1.56E-04
0.050368472,0.428989175,1.54E-04
0.031158288,0.414218499,9.16E-05
0.044060385,0.403782915,1.33E-04
0.057554032,0.292927743,1.86E-04
0.060258699,0.314387902,1.90E-04
0.084344751,0.304477765,1.28E-04
0.077037772,0.285660558,1.60E-04
0.085468897,0.261195912,1.37E-04
0.060394847,0.289342775,1.88E-04
0.084671693,0.304082583,1.28E-04
0.049781388,0.36282889,1.54E-04
0.050137006,0.360507159,1.54E-04
0.061127746,0.321409547,1.93E-04
0.084522578,0.305248826,1.28E-04
0.050154,0.498206138,1.56E-04
0.047645736,0.525488124,1.48E-04
0.058509301,0.513412084,1.72E-04
0.059271165,0.517467898,1.73E-04
0.059527167,0.519190711,1.74E-04
0.05986491,0.516396686,1.75E-04
0.06007902,0.5172127,1.76E-04
0.052836061,0.492007693,1.60E-04
0.051582593,0.467950112,1.55E-04
0.06460129,0.470062951,1.82E-04
0.029048262,0.914061405,9.46E-05
0.028682037,0.909402807,9.35E-05
0.011772892,0.91305883,4.09E-05
0.01159754,0.893811764,4.01E-05
0.017254874,0.887365497,5.53E-05
0.016055019,0.7328007,5.43E-05
0.019389002,0.75808463,6.40E-05
0.011407528,0.765611808,3.96E-05
0.012074442,0.732701665,4.22E-05
0.012189875,0.729686109,4.26E-05
0.013976145,0.729272049,4.70E-05
0.012412947,0.726718105,4.33E-05
0.016046267,0.690096047,5.38E-05
0.012458102,0.693198718,4.41E-05
0.012437239,0.684901764,4.40E-05
0.024000992,0.706960522,7.90E-05
0.029744839,0.712258382,9.33E-05
0.029157568,0.725924239,9.42E-05
0.030327362,0.704406256,9.66E-05
0.028678944,0.67110694,9.45E-05
0.031736678,0.66977977,1.03E-04
0.033189408,0.674424027,1.07E-04
0.034718601,0.671196156,1.15E-04
0.037730434,0.645695008,1.19E-04
0.042160851,0.640700947,1.33E-04
0.043497893,0.648625856,1.42E-04
0.041499104,0.625002225,1.31E-04
0.053862025,0.639945841,1.62E-04
0.084624103,0.542676347,1.16E-04
0.083209395,0.543853156,1.16E-04
0.084542609,0.543643753,1.15E-04
0.085121911,0.543759035,1.15E-04
0.085120656,0.542561008,1.15E-04
0.067691673,0.606666256,1.19E-04
0.0817266,0.600005153,1.15E-04
0.083206155,0.60131805,1.20E-04
0.077886005,0.611937616,1.33E-04
0.080142745,0.593762975,1.20E-04
0.083571121,0.59786061,1.21E-04
0.083712474,0.599463184,1.20E-04
0.085177382,0.602318543,1.18E-04
0.084313999,0.600469026,1.21E-04
0.085186553,0.598836284,1.18E-04
0.04390033,0.6163642,1.36E-04
0.061564977,0.633512381,1.79E-04
0.042278717,0.616852424,1.31E-04
0.031863671,0.912002367,1.02E-04
0.031610327,0.909991328,1.01E-04
0.036072403,0.911671314,1.15E-04
0.052643013,0.91879979,1.66E-04
0.054841842,0.911889482,1.77E-04
0.057393577,0.919518486,1.85E-04
0.033638187,0.943332888,1.04E-04
0.020910689,0.951540233,6.88E-05
0.039458911,0.95063828,1.23E-04
0.040978603,0.940411674,1.35E-04
0.032358446,0.91755673,1.05E-04
0.045533471,0.94243573,1.53E-04
0.045073558,0.965137481,1.36E-04
0.042858126,0.979118527,1.22E-04
0.05691585,0.960198476,1.81E-04
0.059563076,0.96402009,1.88E-04
0.059692498,0.953915134,1.88E-04
0.048153627,0.990312463,1.53E-04
0.017775716,0.991458492,5.81E-05
0.009148276,1.018673743,3.05E-05
0.012583313,1.016505184,4.10E-05
0.032063023,1.002453441,9.04E-05
0.035287502,0.992678053,1.03E-04
0.03959285,0.99814607,1.25E-04
0.022070248,1.047567059,6.11E-05
0.037694759,1.016557985,1.09E-04
0.017354028,1.019476182,5.47E-05
0.03933332,1.026596199,1.13E-04
0.040889643,1.018673196,1.20E-04
0.048121118,1.020696702,1.53E-04
0.042034999,1.013123486,1.30E-04
0.010042085,1.021106555,3.33E-05
0.009132491,1.020643882,3.04E-05
0.036867453,1.040029527,9.93E-05
0.010104214,1.01977363,3.34E-05
0.039714064,1.116255091,8.74E-05
0.038545245,1.106451189,9.13E-05
0.046483738,1.130559736,9.18E-05
0.046149045,1.114414367,1.12E-04
0.050912172,1.128924932,9.72E-05
0.055276913,1.122342971,1.72E-04
0.060265447,1.13066226,1.93E-04
0.044639622,1.111935498,1.05E-04
0.039655259,1.045717211,1.07E-04
0.047340781,1.065788474,1.35E-04
0.045002622,1.107310256,1.10E-04
0.039443152,1.08734451,9.77E-05
0.044214189,1.086894913,1.09E-04
0.041410601,1.093962195,9.78E-05
0.048148358,1.096061696,1.36E-04
0.047118922,1.072458628,1.34E-04
0.045602005,1.090384866,1.01E-04
0.051403613,1.090119732,1.62E-04
0.057775338,1.056233346,1.94E-04
0.051071063,1.068452609,1.48E-04
0.061579886,1.084592748,2.01E-04
0.062406883,1.063222322,2.04E-04
0.06865451,1.083189154,1.98E-04
0.0714656,1.129262146,2.18E-04
0.065636449,1.122880405,1.97E-04
0.070067113,1.122335,2.10E-04
0.074794711,1.120443661,2.06E-04
0.065099543,1.163769847,1.99E-04
0.071965817,1.176055485,2.04E-04
0.070010039,1.145501376,2.19E-04
0.081954651,1.154257028,1.75E-04
0.078080373,1.135638948,1.93E-04
0.076918295,1.181711578,1.85E-04
0.08695851,1.19179498,1.35E-04
0.086583349,1.158986529,1.57E-04
0.08628377,0.145823958,1.79E-04
0.085164062,0.304026315,1.27E-04
0.074081016,0.499954363,1.41E-04
0.083982344,0.48688011,1.17E-04
0.085031658,0.510785454,1.14E-04
0.050279789,0.455018364,1.53E-04
0.064969284,0.458122027,1.84E-04
0.084255968,0.48589569,1.16E-04
0.084703277,0.48662221,1.16E-04
0.083949152,0.365033275,1.21E-04
0.08428361,0.36561088,1.22E-04
0.082584509,0.366808942,1.20E-04
0.075596743,0.363861071,1.28E-04
0.082653594,0.360015049,1.27E-04
0.083745471,0.363803616,1.21E-04
0.084193935,0.364442944,1.22E-04
0.08498633,0.332900331,1.23E-04
0.084867102,0.365158773,1.20E-04
0.084797772,0.363944702,1.21E-04
0.052808344,0.40179995,1.54E-04
0.050663116,0.365192657,1.55E-04
0.082220694,0.426508014,1.19E-04
0.079683959,0.423138252,1.19E-04
0.08142971,0.432602779,1.28E-04
0.082999546,0.427737828,1.22E-04
0.083474711,0.425776318,1.22E-04
0.084894881,0.471973365,1.15E-04
0.084696963,0.428098127,1.20E-04
0.084874008,0.425152317,1.19E-04
0.085156056,0.305096191,1.28E-04
0.084962512,0.487182029,1.15E-04
0.05674582,0.905099486,1.83E-04
0.016731404,0.870147647,5.38E-05
0.011583437,0.876948913,3.99E-05
0.01036173,0.861197297,3.66E-05
0.016073384,0.830039725,5.27E-05
0.01101981,0.835529872,3.92E-05
0.011280363,0.828660044,3.99E-05
0.019258718,0.854362281,6.03E-05
0.034973942,0.900871065,1.13E-04
0.036391095,0.874004436,1.15E-04
0.041932083,0.87658369,1.27E-04
0.042300544,0.870989627,1.29E-04
0.041235422,0.863758914,1.30E-04
0.049367306,0.877793709,1.62E-04
0.046101532,0.872941131,1.51E-04
0.04557161,0.867988169,1.47E-04
0.022285054,0.773362261,7.37E-05
0.011186087,0.775354653,3.94E-05
0.026409693,0.782911552,8.59E-05
0.01041071,0.796272304,3.57E-05
0.030314828,0.740117786,9.37E-05
0.03088125,0.748588862,9.79E-05
0.031572785,0.773765161,1.02E-04
0.045112132,0.761492037,1.43E-04
0.023945762,0.805084357,8.02E-05
0.01109372,0.820692125,3.96E-05
0.025479266,0.81149599,8.49E-05
0.030167247,0.792997217,9.91E-05
0.029541185,0.806247746,9.33E-05
0.029859972,0.813441331,9.64E-05
0.030319488,0.780197406,9.63E-05
0.040259773,0.716811916,1.30E-04
0.049812971,0.727817227,1.55E-04
0.048373548,0.739476699,1.53E-04
0.034872365,0.708524138,1.16E-04
0.041243094,0.678767186,1.32E-04
0.042280807,0.697350056,1.34E-04
0.05123038,0.688811962,1.58E-04
0.057455406,0.722841837,1.78E-04
0.054552114,0.69285458,1.69E-04
0.056477605,0.709429419,1.78E-04
0.063124245,0.887933755,2.00E-04
0.055781334,0.667887388,1.67E-04
0.056401979,0.683479012,1.71E-04
0.062079011,0.647606396,1.78E-04
0.063053439,0.667162797,1.89E-04
0.070228786,0.677422233,1.77E-04
0.062292512,0.639959549,1.84E-04
0.070267518,0.644258138,1.56E-04
0.078360426,0.656522108,1.45E-04
0.084924138,0.663623654,1.33E-04
0.085007308,0.650003713,1.34E-04
0.070312185,0.910523565,1.57E-04
0.079844255,0.902453802,1.56E-04
0.061358679,0.960395871,1.92E-04
0.066217585,0.930531231,2.09E-04
0.080220799,0.911855421,1.56E-04
0.084420789,0.959657744,1.42E-04
0.079050079,0.9610287,1.53E-04
0.084439069,0.960841218,1.42E-04
0.084116921,0.961975643,1.44E-04
0.084270009,0.960384734,1.42E-04
0.084886198,0.956184553,1.41E-04
0.084906591,0.960872702,1.41E-04
0.084902678,0.960187332,1.41E-04
0.061304684,0.962592805,1.93E-04
0.054384232,0.999212043,1.66E-04
0.060329584,1.020108113,1.93E-04
0.06132896,0.965892635,1.92E-04
0.066167086,0.996711485,2.07E-04
0.078061731,1.002492743,1.69E-04
0.068172435,1.018699705,1.74E-04
0.082344689,1.013301779,1.68E-04
0.070920465,1.036808159,1.82E-04
0.080036406,1.009198344,1.70E-04
0.085219131,1.015178521,1.52E-04
0.085142501,1.00572834,1.50E-04
0.041792491,1.038715719,1.13E-04
0.058517622,1.025043745,1.90E-04
0.060572146,1.04997364,2.02E-04
0.062308825,1.053148068,2.06E-04
0.056853378,1.103015657,1.62E-04
0.06018266,1.113770691,1.89E-04
0.047248697,1.11109719,1.14E-04
0.064081138,1.105508429,2.07E-04
0.062263844,1.09456161,2.03E-04
0.07266539,1.100019315,1.99E-04
0.06753823,1.055224823,1.92E-04
0.085671779,1.075606143,1.61E-04
0.085450886,1.054337752,1.60E-04
0.086361624,1.141233535,1.63E-04
0.085889559,1.102948907,1.68E-04
0.08646641,1.149904408,1.66E-04
0.084958014,0.486315028,1.15E-04
0.078436874,0.862274274,1.57E-04
0.059295061,0.865452596,1.44E-04
0.042266916,0.834507037,1.28E-04
0.067702087,0.844324634,1.48E-04
0.049673152,0.836397161,1.56E-04
0.04050064,0.807741765,1.32E-04
0.052507994,0.816487594,1.67E-04
0.080016911,0.853926237,1.58E-04
0.037005962,0.778398315,1.16E-04
0.055079629,0.798996703,1.73E-04
0.0532176,0.769022794,1.65E-04
0.068725844,0.785943147,1.63E-04
0.068314542,0.763410634,1.51E-04
0.058131876,0.733932448,1.82E-04
0.053122798,0.76029948,1.67E-04
0.073944311,0.744255268,1.48E-04
0.055858758,0.804674131,1.78E-04
0.076397312,0.793489869,1.69E-04
0.052548832,0.806950359,1.67E-04
0.066656228,0.721632932,1.65E-04
0.060480575,0.69123781,1.60E-04
0.071343981,0.706547653,1.57E-04
0.086428493,0.723098177,1.24E-04
0.084672315,0.697896334,1.47E-04
0.08466769,0.903001035,1.48E-04
0.084474963,0.858383888,1.47E-04
0.084718307,0.910829628,1.48E-04
0.058800351,0.809356775,1.72E-04
0.084430061,0.846369937,1.48E-04
0.084329569,0.804113156,1.55E-04
0.084343819,0.78432713,1.53E-04
0.086671878,0.749939293,1.32E-04
0.019502439,0.017119447,1.96E-06
0.022472417,0.009124742,0
0.010482497,0.009124742,0
0.017070866,0.021319767,1.09E-06
0,0.009264543,0
0.005468333,0.037535452,2.52E-06
0.021650059,0.020098134,6.92E-06
0.020878781,0.03701949,2.47E-06
0.033837361,0.014383818,1.29E-06
0.03456236,0.013357108,1.52E-06
0.032393372,0.009104315,0
0.034719673,0.016501484,4.67E-06
0.001880495,0.033528698,2.91E-06
0,0.031688999,0
0.001983849,0.0374502,4.21E-06
0.003752763,0.063930157,7.97E-06
0,0.060658497,0
0,0.036927327,0
0.031841671,0.052327129,2.14E-05
0.02405226,0.052733264,2.16E-05
0.010988008,0.176412767,1.71E-05
0.011029676,0.177188565,1.72E-05
0.010024797,0.176555373,1.56E-05
0.008091188,0.14465025,1.75E-05
0.008537991,0.153378193,1.85E-05
0,0.149036161,0
0,0.145529123,0
0.004487405,0.165078021,9.71E-06
0,0.156724463,0
0.003863361,0.073269989,8.90E-06
0.005027544,0.094196,1.16E-05
0,0.090676763,0
0,0.072633238,0
0.005254132,0.105333084,1.23E-05
0,0.104512131,0
0.006049444,0.121733507,1.41E-05
0,0.117961931,0
0.093540371,0.003057694,4.10E-05
0.092912187,-1.39E-17,0
0.074497156,0.00430916,4.31E-05
0.075901023,-2.78E-17,0
0.1,-1.39E-17,0
0.098642524,0.001396554,1.39E-05
0.1,0.006186668,0
0.098224872,0.007085879,3.14E-05
0.001756342,0.174207953,6.63E-06
0,0.173846323,0
0.003969397,0.186815049,1.13E-05
0,0.190371471,0
0.008577276,0.206057861,2.44E-05
0.008845909,0.214028076,2.52E-05
0,0.211594211,0
0,0.20623463,0
0.004711599,0.229988003,1.34E-05
0,0.225163689,0
0.01029425,0.2740866,3.12E-05
0.010397826,0.277973169,3.15E-05
0,0.275929757,0
0,0.275192001,0
0.00674167,0.262324055,2.04E-05
0,0.271976822,0
0.003056388,0.24365473,1.13E-05
0,0.243452421,0
0.010947921,0.308203098,3.32E-05
0,0.283628528,0
0.007186221,0.308728138,2.18E-05
0.010976363,0.309421849,3.33E-05
0,0.307311359,0
0,0.310010747,0
0.010361566,0.525725917,3.71E-05
0.010668578,0.529649963,3.82E-05
0,0.529788591,0
0,0.526472975,0
0.010008516,0.534950967,3.59E-05
0,0.534279735,0
0,0.562295132,0
0.005642515,0.562292523,1.64E-05
0,0.585044231,0
